university,total_score_arwu,world_rank_cat_arwu,world_rank_arwu,national_rank_arwu,n_s_arwu,hi_ci_arwu,alumni_arwu,award_arwu,pub_arwu,pcp_arwu,national_rank_kaggle,tuition_kaggle,enrollment_kaggle,city.x,state_natlib,international_students_natlib,type3_natlib,city.y,state_opendoors,international_students_opendoors,size_qs,type1_qs,city.x.x,score_qs,world_rank_qs,research_output_qs,faculty_count_qs,stu_facl_ratio_qs,international_students_qs,state,selectivity,state_top120enrollment,type1_top120enrollment,type2_top120enrollment,enrollment_top120enrollment,city.y.y,state_carnegie,basic2021_carnegie,sizeset2021_carnegie,control_carnegie,enrprofile2021_carnegie,locale_carnegie
Skidmore College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saratoga Springs,NY,0.09,Liberal Arts,Saratoga Springs,NY,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NY,2,NA,NA,NA,NA,Saratoga Springs,NY,21,11,2,2,23
St. Lawrence University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Canton,NY,0.09,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Richmond,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Univ. of Richmond,VA,0.09,Liberal Arts,Richmond,VA,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,VA,1,NA,NA,NA,NA,University of Richmond,VA,21,14,2,4,12
University of Science and Arts of Oklahoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chickasha,OK,0.09,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chickasha,OK,21,8,1,2,32
Berea College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Berea,KY,0.08,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KY,4,NA,NA,NA,NA,Berea,KY,21,11,2,2,32
Davidson College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Davidson,NC,0.08,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC,1,NA,NA,NA,NA,Davidson,NC,21,11,2,2,21
Gordon College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wenham,MA,0.08,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wenham,MA,21,11,2,4,21
Lafayette College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Easton,PA,0.08,Liberal Arts,Easton,PA,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,PA,1,NA,NA,NA,NA,Easton,PA,21,11,2,2,21
Lyon College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Batesville,AR,0.08,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AR,3,NA,NA,NA,NA,Batesville,AR,21,8,2,2,33
Vassar College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Poughkeepsie,NY,0.08,Liberal Arts,Poughkeepsie,NY,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NY,1,NA,NA,NA,NA,Poughkeepsie,NY,21,11,2,2,21
Williams College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Williamstown,MA,0.08,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MA,1,NA,NA,NA,NA,Williamstown,MA,21,11,2,3,31
Bowdoin College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brunswick,ME,0.07,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ME,1,NA,NA,NA,NA,Brunswick,ME,21,11,2,2,31
Colorado College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colorado Springs,CO,0.07,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CO,2,NA,NA,NA,NA,Colorado Springs,CO,21,11,2,3,11
Hamilton College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clinton,NY,0.07,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NY,1,NA,NA,NA,NA,Clinton,NY,21,11,2,2,22
Juniata College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Huntingdon,PA,0.07,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Huntingdon,PA,21,11,2,3,32
Ohio Wesleyan University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delaware,OH,0.07,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Delaware,OH,21,11,2,2,21
Pitzer College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Claremont,CA,0.07,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,3,NA,NA,NA,NA,Claremont,CA,21,8,2,2,21
Sarah Lawrence College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bronxville,NY,0.07,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NY,3,NA,NA,NA,NA,Bronxville,NY,21,11,2,4,21
Whittier College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Whittier,CA,0.07,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Whittier,CA,21,11,2,3,21
Concordia College at Moorhead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moorhead,MN,0.06,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Moorhead,MN,21,11,2,3,22
Hampshire College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Amherst,MA,0.06,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MA,3,NA,NA,NA,NA,Amherst,MA,21,8,2,2,21
Hobart and William Smith Colleges,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geneva,NY,0.06,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The King's College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New York,NY,0.06,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New York,NY,21,8,2,2,11
Occidental College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Los Angeles,CA,0.06,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,1,NA,NA,NA,NA,Los Angeles,CA,21,11,2,2,11
Rhodes College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Memphis,TN,0.06,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TN,2,NA,NA,NA,NA,Memphis,TN,21,11,2,3,11
Sweet Briar College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sweet Briar,VA,0.06,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sweet Briar,VA,21,8,2,3,22
University of Maine--Machias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Machias,ME,0.06,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wartburg College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Waverly,IA,0.06,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Waverly,IA,21,11,2,3,32
Aquinas College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grand Rapids,MI,0.05,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grand Rapids,MI,21,11,2,3,12
Bucknell University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lewisburg,PA,0.05,Liberal Arts,Lewisburg,PA,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,PA,1,NA,NA,NA,NA,Lewisburg,PA,21,14,2,3,32
Gettysburg College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gettysburg,PA,0.05,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PA,2,NA,NA,NA,NA,Gettysburg,PA,21,11,2,2,13
"Holy Cross College at Notre Dame, Indiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Notre Dame,IN,0.05,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maryville College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maryville,TN,0.05,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maryville,TN,21,8,2,2,21
Randolph College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lynchburg,VA,0.05,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lynchburg,VA,21,8,2,4,13
Thomas Aquinas College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Santa Paula,CA,0.05,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,2,NA,NA,NA,NA,Santa Paula,CA,21,8,2,2,42
Washington and Lee University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lexington,VA,0.05,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VA,1,NA,NA,NA,NA,Lexington,VA,21,11,2,4,32
Wheaton College (MA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Norton,MA,0.05,Liberal Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northeastern University - Boston,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boston,MA,15880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arizona State University - Tempe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tempe,AZ,13015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Illinois - Urbana-Champaign,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Champaign,IL,12838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of California - San Diego,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,La Jolla,CA,10824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of California - Los Angeles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Los Angeles,CA,10273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of California - Berkeley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Berkeley,CA,9184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Texas - Dallas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Richardson,TX,8475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Michigan - Ann Arbor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ann Arbor,MI,8252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of California - Irvine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Irvine,CA,7766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of California - Davis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Davis,CA,7422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ohio State University - Columbus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Columbus,OH,6865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rutgers University - New Brunswick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Brunswick,NJ,6554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas A&M University - College Station,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,College Station,TX,6511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Minnesota - Twin Cities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minneapolis,MN,6396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUNY University at Buffalo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buffalo,NY,6161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Maryland - College Park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,College Park,MD,5662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Texas - Austin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Austin,TX,5473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana University - Bloomington,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bloomington,IN,5175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
